Year,Nationality code,Sex,Age group,Immigrant count,Prediction_rn_noagg,Lower limit_noagg,Upper limit_noagg
2012,FRA,Females,15 - 24,804,841,707,931
2012,FRA,Females,25 - 34,861,936,790,1035
2012,FRA,Females,35 - 44,412,371,366,483
2012,FRA,Females,45 - 54,281,286,251,337
2012,FRA,Females,55 - 64,341,346,297,392
2012,FRA,Females,65+,365,388,320,429
2012,FRA,Males,0 - 14,486,449,415,536
2012,FRA,Males,15 - 24,582,579,505,697
2012,FRA,Males,25 - 34,937,1073,831,1054
2012,FRA,Males,35 - 44,639,544,521,662
2012,FRA,Males,45 - 54,450,388,344,472
2012,FRA,Males,55 - 64,430,404,355,469
2012,FRA,Males,65+,403,343,300,444
2012,ECU,Females,35 - 44,260,360,273,436
2012,ECU,Females,55 - 64,100,102,83,123
2012,ECU,Females,65+,96,75,59,97
2012,ECU,Males,0 - 14,628,662,516,847
2012,ECU,Males,15 - 24,867,789,761,1091
2012,ECU,Males,25 - 34,806,794,704,1018
2012,ECU,Males,35 - 44,373,381,303,434
2012,ECU,Females,45 - 54,149,220,145,259
2012,ECU,Males,55 - 64,49,45,43,70
2012,ECU,Males,65+,35,42,28,48
2012,ECU,Males,45 - 54,157,164,136,206
2013,PER,Males,35 - 44,318,300,284,402
2013,PER,Males,45 - 54,153,172,139,207
2013,PER,Males,55 - 64,71,79,69,106
2013,PER,Males,65+,87,90,81,130
2013,PRT,Females,25 - 34,558,528,525,724
2013,PRT,Females,0 - 14,268,281,227,327
2013,PRT,Females,15 - 24,368,351,350,501
2013,PER,Males,25 - 34,619,620,564,774
2013,PER,Males,15 - 24,467,429,388,544
2013,PER,Females,0 - 14,397,506,370,533
2013,PRT,Females,35 - 44,339,309,292,395
2013,PER,Males,0 - 14,412,464,366,553
2013,PER,Females,15 - 24,530,512,490,668
2013,PER,Females,25 - 34,816,839,781,1064
2013,PER,Females,35 - 44,417,436,410,602
2013,PER,Females,45 - 54,236,292,232,343
2013,PER,Females,55 - 64,161,145,159,227
2013,PER,Females,65+,159,165,162,245
2013,PRT,Females,45 - 54,153,178,161,232
2013,PRT,Females,65+,92,94,86,124
2013,ROU,Females,45 - 54,1066,1441,1180,1672
2013,ROU,Females,55 - 64,627,818,657,1018
2013,ROU,Females,65+,250,350,290,442
2013,ROU,Males,0 - 14,2173,2345,1944,2778
2013,ROU,Males,15 - 24,2869,3635,3199,4501
2013,ROU,Males,25 - 34,2839,3438,3136,4274
2013,ROU,Females,35 - 44,1640,2165,1945,2655
2013,ROU,Males,35 - 44,1758,2438,2097,2875
2013,ROU,Males,55 - 64,384,457,436,627
2013,ROU,Males,65+,111,153,136,210
2013,PRY,Males,65+,13,15,8,15
2013,ROU,Males,45 - 54,755,1138,1014,1458
2013,ROU,Females,25 - 34,2731,3571,3126,4234
2013,ROU,Females,15 - 24,3578,4553,3737,5249
2013,ROU,Females,0 - 14,1991,2223,2045,2755
2013,PRT,Males,0 - 14,301,368,282,404
2013,PRT,Males,15 - 24,344,385,376,535
2013,PRT,Males,25 - 34,720,792,765,1028
2013,PRT,Males,35 - 44,702,708,610,825
2013,PRT,Males,45 - 54,357,376,332,453
2013,PRT,Males,55 - 64,130,181,137,216
2013,PRT,Males,65+,71,84,71,106
2013,PRT,Females,55 - 64,96,118,96,144
2013,PRY,Males,55 - 64,25,25,18,30
2013,MAR,Females,55 - 64,466,504,422,565
2013,PRY,Males,35 - 44,127,140,123,199
2013,NIC,Females,25 - 34,603,917,674,986
2013,NIC,Females,35 - 44,306,427,344,499
2013,NIC,Females,45 - 54,128,168,123,191
2013,NIC,Females,55 - 64,21,37,29,48
2013,NIC,Females,65+,12,9,6,14
2013,NIC,Males,0 - 14,130,112,73,139
2013,NIC,Females,15 - 24,471,518,455,633
2013,NIC,Males,15 - 24,140,200,130,206
2013,NIC,Males,35 - 44,37,84,64,95
2013,NIC,Males,45 - 54,18,25,17,29
2013,NIC,Males,55 - 64,7,5,4,7
2013,NIC,Males,65+,1,2,1,2
2013,NIC,Males,25 - 34,144,241,164,232
2013,NIC,Females,0 - 14,115,144,120,205
2013,MAR,Females,65+,338,416,317,456
2013,MAR,Males,0 - 14,1880,2120,1933,2742
2013,MAR,Males,15 - 24,2226,3000,2705,4418
2013,MAR,Males,25 - 34,3551,3714,3759,5242
2013,MAR,Males,35 - 44,2024,1695,1785,2361
2013,MAR,Males,45 - 54,774,713,628,836
2013,MAR,Males,55 - 64,375,367,311,423
2013,MAR,Males,65+,241,282,226,328
2013,PRY,Males,45 - 54,56,58,50,88
2013,PRY,Females,0 - 14,377,456,347,518
2013,PRY,Females,15 - 24,746,1055,797,1301
2013,PRY,Females,25 - 34,757,1013,819,1277
2013,PRY,Females,45 - 54,170,242,204,339
2013,PRY,Females,55 - 64,97,109,100,151
2013,PRY,Females,65+,35,49,32,54
2013,PRY,Males,0 - 14,392,303,274,423
2013,PRY,Males,15 - 24,303,488,390,654
2013,PRY,Males,25 - 34,345,437,374,600
2013,PRY,Females,35 - 44,317,460,352,549
2013,PAK,Females,0 - 14,429,396,275,441
2013,PAK,Females,15 - 24,313,335,270,440
2013,PAK,Females,25 - 34,552,439,400,647
2013,PAK,Females,35 - 44,247,221,207,317
2013,PAK,Females,45 - 54,104,81,67,121
2013,PAK,Females,55 - 64,32,29,18,37
2013,PAK,Females,65+,33,17,9,25
2013,PAK,Males,0 - 14,591,592,542,855
2013,PAK,Males,15 - 24,1201,1081,883,1326
2013,PAK,Males,25 - 34,1678,1737,1326,1852
2013,PAK,Males,35 - 44,906,788,649,1000
2013,PAK,Males,45 - 54,288,238,196,319
2013,PAK,Males,55 - 64,87,62,43,81
2013,PAK,Males,65+,21,20,11,23
2013,UKR,Females,55 - 64,163,194,153,228
2013,GBR,Males,0 - 14,712,805,684,913
2013,GBR,Males,15 - 24,514,498,451,603
2013,GBR,Males,25 - 34,993,1043,929,1168
2013,GBR,Males,35 - 44,976,968,917,1164
2013,GBR,Males,45 - 54,1144,1390,1226,1542
2013,GBR,Males,55 - 64,1484,1868,1747,2346
2013,GBR,Females,65+,1071,1096,1057,1372
2013,GBR,Males,65+,1513,1643,1470,1844
2013,GBR,Females,55 - 64,1342,1531,1524,2033
2013,GBR,Females,35 - 44,807,859,777,967
2013,UKR,Males,35 - 44,206,220,189,304
2013,UKR,Males,45 - 54,138,146,125,197
2013,UKR,Males,55 - 64,67,68,52,85
2013,UKR,Males,65+,32,23,23,38
2013,GBR,Females,45 - 54,1000,1180,1048,1298
2013,GBR,Females,0 - 14,706,734,622,823
2013,GBR,Females,15 - 24,817,750,606,785
2013,GBR,Females,25 - 34,1065,1075,922,1186
2013,USA,Females,0 - 14,377,347,301,443
2013,USA,Females,15 - 24,1297,806,694,1047
2013,USA,Females,25 - 34,765,540,543,749
2013,VEN,Females,0 - 14,300,316,289,500
2013,VEN,Females,15 - 24,426,659,452,797
2013,VEN,Females,25 - 34,791,952,793,1278
2013,VEN,Females,35 - 44,350,404,362,595
2013,VEN,Females,45 - 54,297,301,253,390
2013,VEN,Females,55 - 64,334,358,257,427
2013,VEN,Females,65+,197,276,188,339
2013,VEN,Males,15 - 24,398,458,368,618
2013,VEN,Males,25 - 34,670,953,614,1034
2013,VEN,Males,35 - 44,275,357,258,411
2013,VEN,Males,45 - 54,177,173,134,213
2013,VEN,Males,55 - 64,125,132,98,176
2013,VEN,Males,65+,78,109,85,155
2013,MAR,Females,45 - 54,602,733,565,773
2013,VEN,Males,0 - 14,274,410,285,515
2013,USA,Females,35 - 44,266,256,216,303
2013,USA,Females,45 - 54,156,180,138,206
2013,USA,Females,55 - 64,131,163,112,160
2013,USA,Females,65+,111,102,99,135
2013,USA,Males,0 - 14,391,372,334,451
2013,USA,Males,15 - 24,747,443,426,614
2013,USA,Males,25 - 34,537,467,394,566
2013,USA,Males,35 - 44,254,253,212,291
2013,USA,Males,45 - 54,202,167,153,224
2013,USA,Males,55 - 64,150,144,114,170
2013,USA,Males,65+,143,125,116,156
2013,UKR,Males,25 - 34,290,351,260,408
2013,UKR,Males,15 - 24,280,336,248,374
2013,UKR,Males,0 - 14,242,307,247,391
2013,RUS,Females,0 - 14,842,716,625,938
2013,RUS,Females,15 - 24,722,638,510,711
2013,RUS,Females,25 - 34,1177,1087,799,1138
2013,RUS,Females,35 - 44,941,837,719,961
2013,RUS,Females,45 - 54,612,611,496,680
2013,RUS,Females,55 - 64,434,390,317,446
2013,RUS,Females,65+,227,190,161,245
2013,RUS,Males,0 - 14,970,718,591,870
2013,RUS,Males,15 - 24,395,329,242,353
2013,RUS,Males,25 - 34,442,394,333,504
2013,RUS,Males,35 - 44,670,525,449,621
2013,RUS,Males,45 - 54,576,367,318,506
2013,RUS,Males,55 - 64,306,182,154,242
2013,RUS,Males,65+,126,84,68,112
2013,UKR,Females,0 - 14,249,258,255,399
2013,UKR,Females,15 - 24,452,452,386,617
2013,UKR,Females,25 - 34,543,594,490,711
2013,UKR,Females,35 - 44,325,423,326,483
2013,UKR,Females,45 - 54,289,320,247,379
2013,UKR,Females,65+,73,75,66,110
2013,MAR,Females,35 - 44,1092,1307,1177,1671
2013,MAR,Females,15 - 24,2790,2700,2503,3654
2013,CHN,Females,0 - 14,916,756,729,998
2013,CHN,Females,15 - 24,1790,1906,1539,1977
2013,CHN,Females,25 - 34,1041,1204,1067,1450
2013,CHN,Females,35 - 44,746,755,682,861
2013,CHN,Females,45 - 54,370,373,326,450
2013,CHN,Females,65+,76,88,75,115
2013,CHN,Males,0 - 14,1095,976,822,1148
2013,CHN,Males,15 - 24,1142,1089,1138,1476
2013,CHN,Males,25 - 34,737,866,807,1105
2013,CHN,Males,35 - 44,515,588,539,743
2013,CHN,Males,45 - 54,305,328,267,398
2013,CHN,Females,55 - 64,175,172,146,217
2013,CHN,Males,55 - 64,137,136,99,155
2013,BGR,Females,15 - 24,555,613,518,734
2013,BGR,Females,25 - 34,577,660,556,733
2013,BGR,Females,35 - 44,428,474,415,568
2013,BGR,Females,45 - 54,266,342,280,383
2013,BGR,Females,55 - 64,195,213,179,253
2013,BGR,Females,65+,111,128,103,152
2013,BGR,Males,0 - 14,443,444,356,502
2013,BGR,Males,25 - 34,567,663,535,752
2013,BGR,Males,35 - 44,473,520,463,668
2013,BGR,Males,45 - 54,269,304,286,398
2013,BGR,Males,55 - 64,130,159,130,181
2013,BGR,Males,65+,45,55,48,76
2013,BGR,Males,15 - 24,502,482,440,618
2013,CHN,Males,65+,80,84,61,91
2013,COL,Males,65+,102,97,81,129
2013,COL,Males,55 - 64,131,133,111,158
2013,CUB,Females,0 - 14,321,302,253,346
2013,CUB,Females,15 - 24,505,509,419,568
2013,CUB,Females,25 - 34,545,664,606,870
2013,CUB,Females,35 - 44,451,505,441,597
2013,CUB,Females,45 - 54,411,448,376,499
2013,CUB,Females,55 - 64,266,304,249,345
2013,COL,Males,45 - 54,234,259,229,327
2013,COL,Males,35 - 44,494,497,473,692
2013,COL,Males,25 - 34,1061,1282,1087,1741
2013,COL,Females,0 - 14,681,669,698,1108
2013,COL,Females,15 - 24,1158,1216,1064,1454
2013,COL,Females,25 - 34,1334,1426,1386,2107
2013,COL,Females,35 - 44,598,648,630,988
2013,COL,Females,45 - 54,396,452,409,595
2013,COL,Females,55 - 64,379,425,314,464
2013,COL,Females,65+,328,278,226,362
2013,COL,Males,0 - 14,720,729,697,985
2013,COL,Males,15 - 24,1072,1043,895,1344
2013,CUB,Females,65+,285,248,203,283
2013,DZA,Males,35 - 44,614,525,338,630
2013,DZA,Males,45 - 54,361,255,162,328
2013,DZA,Males,55 - 64,146,154,71,186
2013,DZA,Males,65+,56,95,36,101
2013,DZA,Males,25 - 34,642,739,542,928
2013,ARG,Females,0 - 14,258,265,223,330
2013,ARG,Females,15 - 24,293,299,264,381
2013,ARG,Females,25 - 34,532,645,537,791
2013,ARG,Females,35 - 44,289,301,254,361
2013,DZA,Males,15 - 24,378,496,310,531
2013,MAR,Females,25 - 34,2648,2833,2709,3586
2013,DZA,Males,0 - 14,551,481,371,652
2013,DZA,Females,0 - 14,496,417,242,503
2013,DZA,Females,15 - 24,341,323,200,368
2013,DZA,Females,25 - 34,508,490,349,609
2013,DZA,Females,35 - 44,307,303,196,374
2013,DZA,Females,45 - 54,181,172,106,203
2013,DZA,Females,55 - 64,129,105,65,142
2013,DZA,Females,65+,49,67,37,92
2013,ARG,Females,45 - 54,158,179,147,216
2013,ARG,Females,55 - 64,158,204,134,205
2013,ARG,Females,65+,263,225,125,228
2013,BRA,Females,45 - 54,222,234,214,322
2013,BRA,Females,55 - 64,130,151,120,178
2013,BRA,Females,65+,63,76,60,91
2013,BRA,Males,0 - 14,464,497,357,553
2013,BRA,Males,15 - 24,558,547,500,756
2013,BRA,Males,25 - 34,636,602,564,927
2013,BRA,Females,35 - 44,490,524,438,678
2013,BRA,Males,35 - 44,254,294,232,358
2013,BRA,Males,55 - 64,45,49,34,55
2013,BRA,Males,65+,19,23,18,31
2013,BRA,Males,45 - 54,92,98,85,147
2013,BRA,Females,25 - 34,962,1056,953,1410
2013,BRA,Females,15 - 24,701,866,740,1104
2013,BRA,Females,0 - 14,441,557,432,643
2013,ARG,Males,0 - 14,267,266,244,339
2013,ARG,Males,15 - 24,310,273,243,373
2013,ARG,Males,25 - 34,551,594,521,741
2013,ARG,Males,35 - 44,293,275,250,341
2013,ARG,Males,45 - 54,164,140,129,180
2013,ARG,Males,55 - 64,101,111,75,114
2013,ARG,Males,65+,123,110,76,126
2013,BGR,Females,0 - 14,383,375,356,483
2013,CUB,Males,15 - 24,481,412,326,453
2013,HND,Females,15 - 24,953,1226,1007,1544
2013,HND,Females,25 - 34,977,1346,1148,1582
2013,HND,Females,35 - 44,447,630,525,755
2013,HND,Females,45 - 54,201,218,202,289
2013,HND,Females,55 - 64,63,79,66,108
2013,HND,Females,65+,28,37,29,48
2013,HND,Females,0 - 14,478,503,416,642
2013,DEU,Males,65+,662,594,543,738
2013,DEU,Males,55 - 64,486,543,482,616
2013,DEU,Males,45 - 54,533,574,476,625
2013,DEU,Females,0 - 14,325,378,303,409
2013,DEU,Females,15 - 24,752,685,531,748
2013,DEU,Females,25 - 34,741,823,694,898
2013,DEU,Females,35 - 44,440,418,395,511
2013,DEU,Females,45 - 54,449,425,381,509
2013,DEU,Females,55 - 64,448,503,426,560
2013,DEU,Females,65+,546,549,456,649
2013,DEU,Males,0 - 14,343,377,293,402
2013,DEU,Males,15 - 24,416,375,337,456
2013,DEU,Males,25 - 34,631,726,587,764
2013,DEU,Males,35 - 44,468,565,475,614
2013,HND,Males,0 - 14,388,350,277,471
2013,HND,Males,15 - 24,387,359,342,477
2013,HND,Males,35 - 44,99,123,106,163
2013,ITA,Males,15 - 24,1078,1094,1063,1413
2013,ITA,Males,25 - 34,2393,2575,2538,3115
2013,ITA,Males,35 - 44,1337,1279,1266,1598
2013,ITA,Males,45 - 54,734,705,637,832
2013,ITA,Males,55 - 64,417,467,369,502
2013,ITA,Males,65+,338,340,297,398
2013,ITA,Males,0 - 14,580,713,580,783
2013,CUB,Males,0 - 14,394,327,270,368
2013,ITA,Females,65+,322,354,308,428
2013,ITA,Females,55 - 64,374,385,333,436
2013,HND,Males,45 - 54,38,42,35,57
2013,HND,Males,55 - 64,18,16,13,21
2013,HND,Males,65+,12,12,7,14
2013,ITA,Females,0 - 14,519,529,512,674
2013,ITA,Females,15 - 24,1016,1067,1049,1345
2013,ITA,Females,25 - 34,1834,2089,1964,2454
2013,ITA,Females,35 - 44,771,784,779,964
2013,ITA,Females,45 - 54,471,484,428,545
2013,HND,Males,25 - 34,250,347,285,436
2013,MAR,Females,0 - 14,1506,1745,1618,2259
2013,CUB,Males,25 - 34,404,538,484,685
2013,DOM,Males,0 - 14,881,869,709,950
2013,DOM,Males,15 - 24,1099,973,843,1174
2013,DOM,Males,25 - 34,872,908,792,1049
2013,DOM,Males,35 - 44,442,500,418,596
2013,DOM,Males,45 - 54,188,195,177,242
2013,DOM,Males,55 - 64,62,67,54,76
2013,DOM,Females,55 - 64,183,134,95,143
2013,DOM,Males,65+,54,38,26,43
2013,DOM,Females,45 - 54,232,256,219,312
2013,DOM,Females,25 - 34,1137,1242,1038,1354
2013,CUB,Males,35 - 44,411,399,342,468
2013,CUB,Males,45 - 54,328,331,263,358
2013,CUB,Males,55 - 64,144,178,135,184
2013,CUB,Males,65+,166,141,109,162
2013,DOM,Females,35 - 44,490,620,518,685
2013,DOM,Females,0 - 14,947,793,637,877
2013,DOM,Females,15 - 24,1393,1252,999,1429
2013,ECU,Females,0 - 14,533,444,346,556
2013,DOM,Females,65+,136,79,54,104
2013,ECU,Females,25 - 34,703,603,539,779
2013,FRA,Females,0 - 14,429,454,389,542
2013,FRA,Females,15 - 24,790,821,701,935
2013,FRA,Females,25 - 34,698,945,783,1041
2013,FRA,Females,35 - 44,420,377,367,488
2013,FRA,Females,55 - 64,387,344,303,402
2013,FRA,Females,65+,398,386,332,441
2013,FRA,Males,15 - 24,507,574,503,705
2013,FRA,Males,25 - 34,861,1099,836,1073
2013,FRA,Males,35 - 44,595,566,517,667
2013,FRA,Males,45 - 54,453,394,351,484
2013,FRA,Males,55 - 64,476,411,361,487
2013,FRA,Males,65+,468,352,314,467
2013,ECU,Females,15 - 24,820,718,585,834
2013,FRA,Males,0 - 14,501,459,416,544
2013,FRA,Females,45 - 54,306,278,255,346
2013,ECU,Females,35 - 44,238,279,219,333
2013,ECU,Females,55 - 64,99,113,74,112
2013,ECU,Females,65+,87,81,58,95
2013,ECU,Males,0 - 14,506,510,394,627
2013,ECU,Males,15 - 24,756,690,611,865
2013,ECU,Males,25 - 34,762,687,572,811
2013,ECU,Males,35 - 44,360,320,245,351
2013,ECU,Females,45 - 54,140,179,121,213
2013,ECU,Males,55 - 64,60,53,39,67
2013,ECU,Males,65+,43,47,28,49
2013,ECU,Males,45 - 54,154,150,118,175
2014,PER,Males,55 - 64,96,78,71,108
2014,PER,Males,65+,83,103,85,136
2014,PRT,Females,0 - 14,278,284,218,300
2014,PRT,Females,15 - 24,347,328,334,464
2014,PRT,Females,25 - 34,546,569,512,681
2014,PRT,Females,35 - 44,331,301,286,375
2014,PER,Males,45 - 54,162,151,139,210
2014,PER,Males,35 - 44,303,284,276,403
2014,PER,Males,15 - 24,443,394,363,509
2014,PRT,Females,45 - 54,172,174,162,225
2014,PER,Females,0 - 14,341,395,332,495
2014,PER,Females,15 - 24,495,450,455,638
2014,PER,Females,25 - 34,798,817,767,1066
2014,PER,Females,35 - 44,425,393,405,599
2014,PER,Females,45 - 54,250,264,237,350
2014,PER,Females,55 - 64,183,157,166,235
2014,PER,Females,65+,182,191,174,266
2014,PER,Males,0 - 14,338,360,328,505
2014,PER,Males,25 - 34,575,569,552,764
2014,PRT,Females,55 - 64,103,117,98,144
2014,ROU,Females,55 - 64,786,799,626,948
2014,ROU,Females,65+,298,337,291,421
2014,ROU,Males,0 - 14,2307,2163,1811,2518
2014,ROU,Males,15 - 24,4076,3347,2921,3981
2014,ROU,Males,25 - 34,4172,3126,2875,3858
2014,ROU,Males,35 - 44,2478,2304,1965,2652
2014,ROU,Females,45 - 54,1441,1255,1113,1534
2014,ROU,Males,45 - 54,1142,1053,991,1361
2014,ROU,Males,65+,148,152,135,205
2014,ROU,Males,55 - 64,553,458,421,581
2014,ROU,Females,35 - 44,2275,1920,1812,2395
2014,ROU,Females,25 - 34,3657,3004,2824,3783
2014,ROU,Females,15 - 24,4145,3935,3314,4596
2014,PRT,Males,0 - 14,311,294,264,359
2014,PRT,Males,15 - 24,311,326,345,479
2014,PRT,Males,25 - 34,765,719,722,945
2014,PRT,Males,35 - 44,662,673,573,755
2014,PRT,Males,45 - 54,370,371,322,440
2014,PRT,Males,55 - 64,184,171,138,218
2014,PRT,Males,65+,63,81,76,111
2014,ROU,Females,0 - 14,2244,1938,1840,2490
2014,PRT,Females,65+,106,93,92,126
2014,PRY,Males,65+,12,18,9,16
2014,PRY,Males,45 - 54,62,60,51,81
2014,NIC,Females,25 - 34,763,858,666,980
2014,NIC,Females,35 - 44,375,392,343,495
2014,NIC,Females,45 - 54,156,153,125,193
2014,NIC,Females,55 - 64,33,39,30,50
2014,NIC,Females,65+,6,10,7,15
2014,NIC,Males,0 - 14,150,119,77,145
2014,NIC,Females,15 - 24,605,532,460,655
2014,NIC,Males,15 - 24,174,207,135,219
2014,NIC,Males,35 - 44,69,81,66,99
2014,NIC,Males,45 - 54,19,24,18,31
2014,NIC,Males,55 - 64,8,6,4,8
2014,NIC,Males,65+,2,2,1,3
2014,NIC,Males,25 - 34,162,251,169,241
2014,NIC,Females,0 - 14,170,145,125,209
2014,MAR,Females,65+,398,439,336,495
2014,MAR,Males,0 - 14,1790,1955,1765,2516
2014,MAR,Males,15 - 24,2009,2619,2459,4067
2014,MAR,Males,25 - 34,3419,3431,3541,4889
2014,MAR,Males,35 - 44,2309,1893,1674,2330
2014,MAR,Males,45 - 54,881,773,610,851
2014,MAR,Males,55 - 64,439,408,318,440
2014,MAR,Males,65+,280,298,239,359
2014,PRY,Females,0 - 14,399,394,308,436
2014,PRY,Females,15 - 24,824,878,732,1147
2014,PRY,Females,25 - 34,800,936,743,1122
2014,PRY,Females,35 - 44,381,364,326,466
2014,PRY,Females,55 - 64,127,126,108,159
2014,PRY,Females,65+,50,61,37,61
2014,PRY,Males,0 - 14,392,283,231,362
2014,PRY,Males,15 - 24,400,457,363,584
2014,PRY,Males,25 - 34,372,409,355,534
2014,PRY,Males,35 - 44,137,142,117,178
2014,PRY,Females,45 - 54,252,231,194,306
2014,PAK,Females,0 - 14,385,352,254,404
2014,PAK,Females,15 - 24,287,302,252,408
2014,PAK,Females,25 - 34,433,404,375,591
2014,PAK,Females,35 - 44,190,209,195,293
2014,PAK,Females,45 - 54,93,80,65,113
2014,PAK,Females,55 - 64,17,29,17,35
2014,PAK,Females,65+,24,17,9,24
2014,PAK,Males,0 - 14,470,540,486,745
2014,PAK,Males,15 - 24,821,1012,802,1169
2014,PAK,Males,25 - 34,1357,1534,1182,1640
2014,PAK,Males,35 - 44,840,730,584,872
2014,PAK,Males,45 - 54,308,202,178,291
2014,PAK,Males,55 - 64,66,59,39,73
2014,PAK,Males,65+,20,19,11,22
2014,PRY,Males,55 - 64,27,32,19,32
2014,MAR,Females,55 - 64,493,549,424,581
2014,GBR,Females,65+,1070,1171,1030,1346
2014,GBR,Males,0 - 14,698,791,656,879
2014,GBR,Males,15 - 24,489,488,435,587
2014,GBR,Males,25 - 34,1019,995,884,1127
2014,GBR,Males,35 - 44,878,914,882,1118
2014,GBR,Males,45 - 54,1215,1329,1184,1497
2014,GBR,Females,55 - 64,1424,1634,1479,1938
2014,GBR,Males,55 - 64,1571,1961,1699,2249
2014,GBR,Males,65+,1660,1735,1445,1834
2014,GBR,Females,45 - 54,1056,1123,1006,1258
2014,GBR,Females,25 - 34,969,1015,870,1128
2014,UKR,Males,25 - 34,684,535,390,739
2014,UKR,Males,35 - 44,375,253,311,619
2014,UKR,Males,45 - 54,186,148,176,362
2014,UKR,Males,55 - 64,89,76,78,152
2014,UKR,Males,65+,53,35,32,74
2014,GBR,Females,35 - 44,762,804,735,919
2014,GBR,Females,0 - 14,698,705,584,785
2014,GBR,Females,15 - 24,722,704,570,752
2014,USA,Females,0 - 14,348,356,315,493
2014,USA,Females,15 - 24,1191,834,668,1110
2014,VEN,Females,0 - 14,430,392,405,641
2014,VEN,Females,15 - 24,588,727,541,853
2014,VEN,Females,25 - 34,1440,1274,1055,1511
2014,VEN,Females,35 - 44,591,542,531,766
2014,VEN,Females,45 - 54,343,374,325,486
2014,VEN,Females,55 - 64,379,433,291,475
2014,VEN,Females,65+,269,323,235,377
2014,VEN,Males,0 - 14,413,363,409,652
2014,VEN,Males,15 - 24,495,506,439,668
2014,VEN,Males,25 - 34,1274,961,816,1236
2014,VEN,Males,35 - 44,491,373,366,535
2014,VEN,Males,45 - 54,207,198,172,259
2014,VEN,Males,55 - 64,147,173,112,181
2014,VEN,Males,65+,133,138,95,165
2014,USA,Females,25 - 34,723,545,583,844
2014,USA,Females,35 - 44,294,293,244,358
2014,USA,Females,45 - 54,155,228,154,242
2014,USA,Females,55 - 64,149,182,118,198
2014,USA,Females,65+,124,162,109,171
2014,USA,Males,0 - 14,444,438,332,499
2014,USA,Males,15 - 24,606,445,431,678
2014,USA,Males,25 - 34,486,432,425,626
2014,USA,Males,35 - 44,256,232,229,325
2014,USA,Males,45 - 54,186,180,165,241
2014,USA,Males,55 - 64,163,177,121,187
2014,USA,Males,65+,165,175,125,189
2014,UKR,Males,15 - 24,543,439,298,567
2014,UKR,Males,0 - 14,551,478,431,715
2014,UKR,Females,65+,153,143,99,190
2014,RUS,Females,0 - 14,799,665,504,861
2014,RUS,Females,15 - 24,630,551,460,691
2014,RUS,Females,25 - 34,1280,978,740,1157
2014,RUS,Females,35 - 44,933,776,637,923
2014,RUS,Females,45 - 54,565,570,453,660
2014,RUS,Females,55 - 64,436,361,292,439
2014,RUS,Females,65+,253,156,137,234
2014,RUS,Males,0 - 14,885,723,542,831
2014,RUS,Males,15 - 24,342,292,220,371
2014,RUS,Males,25 - 34,466,376,315,499
2014,RUS,Males,35 - 44,642,503,388,603
2014,RUS,Males,45 - 54,537,331,294,475
2014,RUS,Males,55 - 64,317,175,135,233
2014,RUS,Males,65+,123,68,55,108
2014,UKR,Females,0 - 14,489,396,451,789
2014,UKR,Females,15 - 24,636,511,457,875
2014,UKR,Females,25 - 34,866,885,690,1299
2014,UKR,Females,35 - 44,487,595,495,894
2014,UKR,Females,45 - 54,328,427,310,579
2014,UKR,Females,55 - 64,240,252,199,342
2014,MAR,Females,45 - 54,598,698,554,763
2014,MAR,Females,25 - 34,2455,2480,2470,3379
2014,CHN,Females,0 - 14,862,755,698,992
2014,CHN,Females,15 - 24,1747,1996,1492,1963
2014,CHN,Females,25 - 34,1163,1206,1069,1434
2014,CHN,Females,35 - 44,740,778,678,869
2014,CHN,Females,45 - 54,411,425,336,465
2014,CHN,Females,55 - 64,195,192,151,228
2014,CHN,Males,0 - 14,1015,997,781,1135
2014,CHN,Males,15 - 24,1277,1128,1091,1454
2014,CHN,Males,25 - 34,817,826,797,1080
2014,CHN,Males,35 - 44,545,577,535,733
2014,CHN,Males,45 - 54,343,355,275,404
2014,CHN,Males,55 - 64,146,154,103,166
2014,CHN,Females,65+,79,99,80,121
2014,CHN,Males,65+,72,95,65,97
2014,BGR,Females,25 - 34,517,522,494,644
2014,BGR,Females,35 - 44,472,417,371,508
2014,BGR,Females,45 - 54,279,312,253,347
2014,BGR,Females,55 - 64,189,192,167,235
2014,BGR,Females,65+,118,122,107,154
2014,BGR,Males,0 - 14,383,357,318,453
2014,BGR,Males,15 - 24,434,390,378,533
2014,BGR,Males,35 - 44,413,446,417,598
2014,BGR,Males,45 - 54,250,289,266,367
2014,BGR,Males,55 - 64,128,146,124,174
2014,BGR,Males,65+,65,54,52,78
