Total Nacional, Comunidad Autónoma y Provincia;Nacionalidad;Periodo;Total
12 Castellón/Castelló;De Sudamérica;2021;2.231
12 Castellón/Castelló;Argentina;2022;353
12 Castellón/Castelló;Argentina;2021;207
12 Castellón/Castelló;Bolivia;2022;15
12 Castellón/Castelló;Bolivia;2021;16
12 Castellón/Castelló;Brasil;2022;271
12 Castellón/Castelló;Brasil;2021;135
12 Castellón/Castelló;Colombia;2022;3.481
12 Castellón/Castelló;Colombia;2021;1.122
12 Castellón/Castelló;Chile;2022;45
12 Castellón/Castelló;Chile;2021;24
12 Castellón/Castelló;Ecuador;2022;128
12 Castellón/Castelló;Ecuador;2021;76
12 Castellón/Castelló;Paraguay;2022;33
12 Castellón/Castelló;Paraguay;2021;15
12 Castellón/Castelló;Perú;2022;739
12 Castellón/Castelló;Perú;2021;243
12 Castellón/Castelló;Uruguay;2022;59
12 Castellón/Castelló;Uruguay;2021;28
12 Castellón/Castelló;Venezuela;2022;948
12 Castellón/Castelló;Venezuela;2021;365
12 Castellón/Castelló;Otro país de Sudamérica;2022;0
12 Castellón/Castelló;Otro país de Sudamérica;2021;0
12 Castellón/Castelló;De Asia;2022;561
12 Castellón/Castelló;De Asia;2021;504
12 Castellón/Castelló;Bangladesh;2022;5
12 Castellón/Castelló;Bangladesh;2021;6
12 Castellón/Castelló;China;2022;80
12 Castellón/Castelló;China;2021;69
12 Castellón/Castelló;Filipinas;2022;6
12 Castellón/Castelló;Filipinas;2021;12
12 Castellón/Castelló;India;2022;36
12 Castellón/Castelló;India;2021;36
12 Castellón/Castelló;Pakistán;2022;324
12 Castellón/Castelló;Pakistán;2021;259
12 Castellón/Castelló;Otro país de Asia;2022;110
12 Castellón/Castelló;Otro país de Asia;2021;122
12 Castellón/Castelló;De Oceanía;2022;11
12 Castellón/Castelló;De Oceanía;2021;3
12 Castellón/Castelló;Apátridas;2022;2
12 Castellón/Castelló;Apátridas;2021;0
46 Valencia/València;Total;2022;80.350
46 Valencia/València;Total;2021;53.925
46 Valencia/València;Española;2022;8.201
46 Valencia/València;Española;2021;8.128
46 Valencia/València;UE27_2020 sin España;2022;13.676
46 Valencia/València;UE27_2020 sin España;2021;12.378
46 Valencia/València;Bélgica;2022;259
46 Valencia/València;Bélgica;2021;216
46 Valencia/València;Bulgaria;2022;1.098
46 Valencia/València;Bulgaria;2021;1.110
46 Valencia/València;Dinamarca;2022;35
46 Valencia/València;Dinamarca;2021;34
46 Valencia/València;Finlandia;2022;33
46 Valencia/València;Finlandia;2021;35
46 Valencia/València;Francia;2022;1.472
46 Valencia/València;Francia;2021;1.561
46 Valencia/València;Irlanda;2022;192
46 Valencia/València;Irlanda;2021;185
46 Valencia/València;Italia;2022;3.927
46 Valencia/València;Italia;2021;3.302
46 Valencia/València;Países Bajos;2022;764
46 Valencia/València;Países Bajos;2021;531
46 Valencia/València;Polonia;2022;449
46 Valencia/València;Polonia;2021;364
46 Valencia/València;Portugal;2022;477
46 Valencia/València;Portugal;2021;467
46 Valencia/València;Alemania;2022;789
46 Valencia/València;Alemania;2021;662
46 Valencia/València;Rumanía;2022;3.232
46 Valencia/València;Rumanía;2021;3.108
46 Valencia/València;Suecia;2022;88
46 Valencia/València;Suecia;2021;85
46 Valencia/València;Lituania;2022;262
46 Valencia/València;Lituania;2021;214
46 Valencia/València;Otro país de la Unión Europea sin España;2022;599
46 Valencia/València;Otro país de la Unión Europea sin España;2021;504
46 Valencia/València;Europa menos UE27_2020;2022;12.969
46 Valencia/València;Europa menos UE27_2020;2021;4.317
46 Valencia/València;Noruega;2022;39
46 Valencia/València;Noruega;2021;56
46 Valencia/València;Reino Unido;2022;734
46 Valencia/València;Reino Unido;2021;1.083
46 Valencia/València;Suiza;2022;122
46 Valencia/València;Suiza;2021;108
46 Valencia/València;Ucrania;2022;8.923
46 Valencia/València;Ucrania;2021;1.087
46 Valencia/València;Moldavia;2022;108
46 Valencia/València;Moldavia;2021;49
46 Valencia/València;Rusia;2022;1.913
46 Valencia/València;Rusia;2021;1.105
46 Valencia/València;Otro país del resto de Europa;2022;1.130
46 Valencia/València;Otro país del resto de Europa;2021;829
46 Valencia/València;De Africa;2022;6.933
46 Valencia/València;De Africa;2021;6.614
46 Valencia/València;Argelia;2022;1.113
46 Valencia/València;Argelia;2021;934
46 Valencia/València;Gambia;2022;52
46 Valencia/València;Gambia;2021;59
46 Valencia/València;Ghana;2022;58
46 Valencia/València;Ghana;2021;62
46 Valencia/València;Guinea;2022;75
46 Valencia/València;Guinea;2021;82
46 Valencia/València;Guinea Ecuatorial;2022;308
46 Valencia/València;Guinea Ecuatorial;2021;248
46 Valencia/València;Mali;2022;213
46 Valencia/València;Mali;2021;329
46 Valencia/València;Marruecos;2022;3.981
46 Valencia/València;Marruecos;2021;3.702
46 Valencia/València;Mauritania;2022;25
46 Valencia/València;Mauritania;2021;24
46 Valencia/València;Nigeria;2022;167
46 Valencia/València;Nigeria;2021;213
46 Valencia/València;Senegal;2022;489
46 Valencia/València;Senegal;2021;577
46 Valencia/València;Otro país de África;2022;452
46 Valencia/València;Otro país de África;2021;384
46 Valencia/València;América del Norte;2022;1.394
46 Valencia/València;América del Norte;2021;1.343
46 Valencia/València;Estados Unidos de América;2022;870
46 Valencia/València;Estados Unidos de América;2021;851
46 Valencia/València;México;2022;398
46 Valencia/València;México;2021;380
46 Valencia/València;Canadá;2022;126
46 Valencia/València;Canadá;2021;112
46 Valencia/València;De Centro América y Caribe;2022;4.917
46 Valencia/València;De Centro América y Caribe;2021;3.256
46 Valencia/València;Cuba;2022;1.016
46 Valencia/València;Cuba;2021;675
46 Valencia/València;Honduras;2022;2.921
46 Valencia/València;Honduras;2021;1.852
46 Valencia/València;Nicaragua;2022;280
46 Valencia/València;Nicaragua;2021;192
46 Valencia/València;República Dominicana;2022;194
46 Valencia/València;República Dominicana;2021;210
46 Valencia/València;Otro país de Centro América y Caribe;2022;506
46 Valencia/València;Otro país de Centro América y Caribe;2021;327
46 Valencia/València;De Sudamérica;2022;28.096
46 Valencia/València;De Sudamérica;2021;13.833
46 Valencia/València;Argentina;2022;2.909
46 Valencia/València;Argentina;2021;1.849
46 Valencia/València;Bolivia;2022;602
46 Valencia/València;Bolivia;2021;597
46 Valencia/València;Brasil;2022;1.263
46 Valencia/València;Brasil;2021;813
46 Valencia/València;Colombia;2022;13.461
46 Valencia/València;Colombia;2021;5.181
46 Valencia/València;Chile;2022;542
46 Valencia/València;Chile;2021;379
46 Valencia/València;Ecuador;2022;1.126
46 Valencia/València;Ecuador;2021;866
46 Valencia/València;Paraguay;2022;727
46 Valencia/València;Paraguay;2021;321
46 Valencia/València;Perú;2022;1.492
46 Valencia/València;Perú;2021;627
46 Valencia/València;Uruguay;2022;479
46 Valencia/València;Uruguay;2021;345
46 Valencia/València;Venezuela;2022;5.494
46 Valencia/València;Venezuela;2021;2.855
46 Valencia/València;Otro país de Sudamérica;2022;1
46 Valencia/València;Otro país de Sudamérica;2021;0
46 Valencia/València;De Asia;2022;4.052
46 Valencia/València;De Asia;2021;3.993
46 Valencia/València;Bangladesh;2022;21
46 Valencia/València;Bangladesh;2021;16
46 Valencia/València;China;2022;1.059
46 Valencia/València;China;2021;1.295
46 Valencia/València;Filipinas;2022;83
46 Valencia/València;Filipinas;2021;73
46 Valencia/València;India;2022;562
46 Valencia/València;India;2021;454
46 Valencia/València;Pakistán;2022;1.631
46 Valencia/València;Pakistán;2021;1.462
46 Valencia/València;Otro país de Asia;2022;696
46 Valencia/València;Otro país de Asia;2021;693
46 Valencia/València;De Oceanía;2022;86
46 Valencia/València;De Oceanía;2021;44
46 Valencia/València;Apátridas;2022;26
46 Valencia/València;Apátridas;2021;19
11 Extremadura;Total;2022;9.342
11 Extremadura;Total;2021;6.225
11 Extremadura;Española;2022;1.507
11 Extremadura;Española;2021;1.416
11 Extremadura;UE27_2020 sin España;2022;1.458
11 Extremadura;UE27_2020 sin España;2021;1.524
11 Extremadura;Bélgica;2022;10
11 Extremadura;Bélgica;2021;16
11 Extremadura;Bulgaria;2022;13
11 Extremadura;Bulgaria;2021;30
11 Extremadura;Dinamarca;2022;2
11 Extremadura;Dinamarca;2021;2
11 Extremadura;Finlandia;2022;0
11 Extremadura;Finlandia;2021;1
11 Extremadura;Francia;2022;43
11 Extremadura;Francia;2021;64
11 Extremadura;Irlanda;2022;10
11 Extremadura;Irlanda;2021;11
11 Extremadura;Italia;2022;97
11 Extremadura;Italia;2021;106
11 Extremadura;Países Bajos;2022;21
11 Extremadura;Países Bajos;2021;23
11 Extremadura;Polonia;2022;14
11 Extremadura;Polonia;2021;17
11 Extremadura;Portugal;2022;402
11 Extremadura;Portugal;2021;406
11 Extremadura;Alemania;2022;43
11 Extremadura;Alemania;2021;31
11 Extremadura;Rumanía;2022;777
11 Extremadura;Rumanía;2021;789
11 Extremadura;Suecia;2022;7
11 Extremadura;Suecia;2021;3
11 Extremadura;Lituania;2022;1
11 Extremadura;Lituania;2021;2
11 Extremadura;Otro país de la Unión Europea sin España;2022;18
11 Extremadura;Otro país de la Unión Europea sin España;2021;23
11 Extremadura;Europa menos UE27_2020;2022;895
11 Extremadura;Europa menos UE27_2020;2021;130
11 Extremadura;Noruega;2022;1
11 Extremadura;Noruega;2021;0
11 Extremadura;Reino Unido;2022;43
11 Extremadura;Reino Unido;2021;61
11 Extremadura;Suiza;2022;4
11 Extremadura;Suiza;2021;12
11 Extremadura;Ucrania;2022;775
11 Extremadura;Ucrania;2021;17
11 Extremadura;Moldavia;2022;4
11 Extremadura;Moldavia;2021;2
11 Extremadura;Rusia;2022;31
11 Extremadura;Rusia;2021;16
11 Extremadura;Otro país del resto de Europa;2022;37
11 Extremadura;Otro país del resto de Europa;2021;22
11 Extremadura;De Africa;2022;1.140
11 Extremadura;De Africa;2021;1.050
11 Extremadura;Argelia;2022;44
11 Extremadura;Argelia;2021;33
11 Extremadura;Gambia;2022;8
11 Extremadura;Gambia;2021;13
11 Extremadura;Ghana;2022;7
11 Extremadura;Ghana;2021;11
11 Extremadura;Guinea;2022;7
11 Extremadura;Guinea;2021;8
11 Extremadura;Guinea Ecuatorial;2022;8
11 Extremadura;Guinea Ecuatorial;2021;5
11 Extremadura;Mali;2022;50
11 Extremadura;Mali;2021;44
11 Extremadura;Marruecos;2022;889
11 Extremadura;Marruecos;2021;802
11 Extremadura;Mauritania;2022;1
11 Extremadura;Mauritania;2021;4
11 Extremadura;Nigeria;2022;8
11 Extremadura;Nigeria;2021;10
11 Extremadura;Senegal;2022;58
11 Extremadura;Senegal;2021;73
11 Extremadura;Otro país de África;2022;60
11 Extremadura;Otro país de África;2021;47
11 Extremadura;América del Norte;2022;167
11 Extremadura;América del Norte;2021;140
11 Extremadura;Estados Unidos de América;2022;77
11 Extremadura;Estados Unidos de América;2021;69
11 Extremadura;México;2022;86
11 Extremadura;México;2021;60
11 Extremadura;Canadá;2022;4
11 Extremadura;Canadá;2021;11
11 Extremadura;De Centro América y Caribe;2022;1.215
11 Extremadura;De Centro América y Caribe;2021;601
11 Extremadura;Cuba;2022;116
11 Extremadura;Cuba;2021;83
11 Extremadura;Honduras;2022;382
11 Extremadura;Honduras;2021;211
11 Extremadura;Nicaragua;2022;548
11 Extremadura;Nicaragua;2021;183
11 Extremadura;República Dominicana;2022;66
11 Extremadura;República Dominicana;2021;47
11 Extremadura;Otro país de Centro América y Caribe;2022;103
11 Extremadura;Otro país de Centro América y Caribe;2021;77
11 Extremadura;De Sudamérica;2022;2.729
11 Extremadura;De Sudamérica;2021;1.184
11 Extremadura;Argentina;2022;184
11 Extremadura;Argentina;2021;99
11 Extremadura;Bolivia;2022;34
11 Extremadura;Bolivia;2021;35
11 Extremadura;Brasil;2022;258
11 Extremadura;Brasil;2021;179
11 Extremadura;Colombia;2022;1.126
11 Extremadura;Colombia;2021;441
11 Extremadura;Chile;2022;51
11 Extremadura;Chile;2021;23
11 Extremadura;Ecuador;2022;56
11 Extremadura;Ecuador;2021;28
11 Extremadura;Paraguay;2022;124
11 Extremadura;Paraguay;2021;58
11 Extremadura;Perú;2022;405
11 Extremadura;Perú;2021;133
11 Extremadura;Uruguay;2022;17
11 Extremadura;Uruguay;2021;8
11 Extremadura;Venezuela;2022;473
11 Extremadura;Venezuela;2021;179
11 Extremadura;Otro país de Sudamérica;2022;1
11 Extremadura;Otro país de Sudamérica;2021;1
11 Extremadura;De Asia;2022;213
11 Extremadura;De Asia;2021;172
11 Extremadura;Bangladesh;2022;0
11 Extremadura;Bangladesh;2021;2
11 Extremadura;China;2022;78
11 Extremadura;China;2021;75
11 Extremadura;Filipinas;2022;15
11 Extremadura;Filipinas;2021;7
11 Extremadura;India;2022;11
11 Extremadura;India;2021;1
11 Extremadura;Pakistán;2022;59
11 Extremadura;Pakistán;2021;56
11 Extremadura;Otro país de Asia;2022;50
11 Extremadura;Otro país de Asia;2021;31
11 Extremadura;De Oceanía;2022;11
11 Extremadura;De Oceanía;2021;6
11 Extremadura;Apátridas;2022;7
11 Extremadura;Apátridas;2021;2
06 Badajoz;Total;2022;5.387
06 Badajoz;Total;2021;3.515
06 Badajoz;Española;2022;622
06 Badajoz;Española;2021;565
06 Badajoz;UE27_2020 sin España;2022;1.123
06 Badajoz;UE27_2020 sin España;2021;1.158
06 Badajoz;Bélgica;2022;4
06 Badajoz;Bélgica;2021;9
06 Badajoz;Bulgaria;2022;6
06 Badajoz;Bulgaria;2021;24
06 Badajoz;Dinamarca;2022;2
06 Badajoz;Dinamarca;2021;1
06 Badajoz;Finlandia;2022;0
06 Badajoz;Finlandia;2021;0
06 Badajoz;Francia;2022;21
06 Badajoz;Francia;2021;34
06 Badajoz;Irlanda;2022;5
06 Badajoz;Irlanda;2021;7
06 Badajoz;Italia;2022;54
06 Badajoz;Italia;2021;73
06 Badajoz;Países Bajos;2022;9
06 Badajoz;Países Bajos;2021;9
06 Badajoz;Polonia;2022;7
06 Badajoz;Polonia;2021;8
06 Badajoz;Portugal;2022;330
06 Badajoz;Portugal;2021;328
06 Badajoz;Alemania;2022;22
06 Badajoz;Alemania;2021;16
06 Badajoz;Rumanía;2022;645
06 Badajoz;Rumanía;2021;633
06 Badajoz;Suecia;2022;5
06 Badajoz;Suecia;2021;3
06 Badajoz;Lituania;2022;0
06 Badajoz;Lituania;2021;2
06 Badajoz;Otro país de la Unión Europea sin España;2022;13
06 Badajoz;Otro país de la Unión Europea sin España;2021;11
06 Badajoz;Europa menos UE27_2020;2022;499
06 Badajoz;Europa menos UE27_2020;2021;74
06 Badajoz;Noruega;2022;1
06 Badajoz;Noruega;2021;0
06 Badajoz;Reino Unido;2022;21
06 Badajoz;Reino Unido;2021;34
06 Badajoz;Suiza;2022;2
06 Badajoz;Suiza;2021;5
06 Badajoz;Ucrania;2022;429
06 Badajoz;Ucrania;2021;8
06 Badajoz;Moldavia;2022;3
06 Badajoz;Moldavia;2021;0
06 Badajoz;Rusia;2022;13
06 Badajoz;Rusia;2021;8
06 Badajoz;Otro país del resto de Europa;2022;30
06 Badajoz;Otro país del resto de Europa;2021;19
06 Badajoz;De Africa;2022;400
06 Badajoz;De Africa;2021;386
06 Badajoz;Argelia;2022;27
06 Badajoz;Argelia;2021;27
06 Badajoz;Gambia;2022;5
06 Badajoz;Gambia;2021;9
06 Badajoz;Ghana;2022;5
06 Badajoz;Ghana;2021;7
06 Badajoz;Guinea;2022;4
06 Badajoz;Guinea;2021;5
06 Badajoz;Guinea Ecuatorial;2022;3
06 Badajoz;Guinea Ecuatorial;2021;4
06 Badajoz;Mali;2022;28
06 Badajoz;Mali;2021;24
06 Badajoz;Marruecos;2022;250
06 Badajoz;Marruecos;2021;245
06 Badajoz;Mauritania;2022;1
06 Badajoz;Mauritania;2021;3
06 Badajoz;Nigeria;2022;2
06 Badajoz;Nigeria;2021;6
06 Badajoz;Senegal;2022;46
06 Badajoz;Senegal;2021;28
06 Badajoz;Otro país de África;2022;29
06 Badajoz;Otro país de África;2021;28
06 Badajoz;América del Norte;2022;106
06 Badajoz;América del Norte;2021;72
06 Badajoz;Estados Unidos de América;2022;49
06 Badajoz;Estados Unidos de América;2021;35
06 Badajoz;México;2022;54
06 Badajoz;México;2021;33
06 Badajoz;Canadá;2022;3
06 Badajoz;Canadá;2021;4
06 Badajoz;De Centro América y Caribe;2022;836
06 Badajoz;De Centro América y Caribe;2021;377
06 Badajoz;Cuba;2022;77
06 Badajoz;Cuba;2021;46
06 Badajoz;Honduras;2022;178
06 Badajoz;Honduras;2021;101
06 Badajoz;Nicaragua;2022;490
06 Badajoz;Nicaragua;2021;162
06 Badajoz;República Dominicana;2022;38
06 Badajoz;República Dominicana;2021;29
06 Badajoz;Otro país de Centro América y Caribe;2022;53
06 Badajoz;Otro país de Centro América y Caribe;2021;39
06 Badajoz;De Sudamérica;2022;1.673
06 Badajoz;De Sudamérica;2021;762
06 Badajoz;Argentina;2022;103
06 Badajoz;Argentina;2021;41
06 Badajoz;Bolivia;2022;14
06 Badajoz;Bolivia;2021;21
06 Badajoz;Brasil;2022;193
06 Badajoz;Brasil;2021;133
06 Badajoz;Colombia;2022;714
06 Badajoz;Colombia;2021;291
06 Badajoz;Chile;2022;26
06 Badajoz;Chile;2021;12
06 Badajoz;Ecuador;2022;35
06 Badajoz;Ecuador;2021;20
06 Badajoz;Paraguay;2022;71
06 Badajoz;Paraguay;2021;38
06 Badajoz;Perú;2022;214
06 Badajoz;Perú;2021;86
06 Badajoz;Uruguay;2022;10
06 Badajoz;Uruguay;2021;7
06 Badajoz;Venezuela;2022;292
06 Badajoz;Venezuela;2021;113
06 Badajoz;Otro país de Sudamérica;2022;1
06 Badajoz;Otro país de Sudamérica;2021;0
06 Badajoz;De Asia;2022;118
06 Badajoz;De Asia;2021;115
06 Badajoz;Bangladesh;2022;0
06 Badajoz;Bangladesh;2021;2
06 Badajoz;China;2022;47
06 Badajoz;China;2021;53
06 Badajoz;Filipinas;2022;6
06 Badajoz;Filipinas;2021;3
06 Badajoz;India;2022;6
06 Badajoz;India;2021;0
06 Badajoz;Pakistán;2022;38
06 Badajoz;Pakistán;2021;40
06 Badajoz;Otro país de Asia;2022;21
06 Badajoz;Otro país de Asia;2021;17
06 Badajoz;De Oceanía;2022;5
06 Badajoz;De Oceanía;2021;5
06 Badajoz;Apátridas;2022;5
06 Badajoz;Apátridas;2021;1
10 Cáceres;Total;2022;3.955
10 Cáceres;Total;2021;2.710
10 Cáceres;Española;2022;885
10 Cáceres;Española;2021;851
10 Cáceres;UE27_2020 sin España;2022;335
10 Cáceres;UE27_2020 sin España;2021;366
10 Cáceres;Bélgica;2022;6
10 Cáceres;Bélgica;2021;7
10 Cáceres;Bulgaria;2022;7
10 Cáceres;Bulgaria;2021;6
10 Cáceres;Dinamarca;2022;0
10 Cáceres;Dinamarca;2021;1
10 Cáceres;Finlandia;2022;0
10 Cáceres;Finlandia;2021;1
10 Cáceres;Francia;2022;22
10 Cáceres;Francia;2021;30
10 Cáceres;Irlanda;2022;5
10 Cáceres;Irlanda;2021;4
10 Cáceres;Italia;2022;43
10 Cáceres;Italia;2021;33
10 Cáceres;Países Bajos;2022;12
10 Cáceres;Países Bajos;2021;14
10 Cáceres;Polonia;2022;7
10 Cáceres;Polonia;2021;9
10 Cáceres;Portugal;2022;72
10 Cáceres;Portugal;2021;78
10 Cáceres;Alemania;2022;21
10 Cáceres;Alemania;2021;15
10 Cáceres;Rumanía;2022;132
10 Cáceres;Rumanía;2021;156
10 Cáceres;Suecia;2022;2
10 Cáceres;Suecia;2021;0
10 Cáceres;Lituania;2022;1
10 Cáceres;Lituania;2021;0
10 Cáceres;Otro país de la Unión Europea sin España;2022;5
10 Cáceres;Otro país de la Unión Europea sin España;2021;12
10 Cáceres;Europa menos UE27_2020;2022;396
10 Cáceres;Europa menos UE27_2020;2021;56
10 Cáceres;Noruega;2022;0
10 Cáceres;Noruega;2021;0
10 Cáceres;Reino Unido;2022;22
10 Cáceres;Reino Unido;2021;27
10 Cáceres;Suiza;2022;2
10 Cáceres;Suiza;2021;7
10 Cáceres;Ucrania;2022;346
10 Cáceres;Ucrania;2021;9
10 Cáceres;Moldavia;2022;1
10 Cáceres;Moldavia;2021;2
10 Cáceres;Rusia;2022;18
10 Cáceres;Rusia;2021;8
10 Cáceres;Otro país del resto de Europa;2022;7
10 Cáceres;Otro país del resto de Europa;2021;3
10 Cáceres;De Africa;2022;740
10 Cáceres;De Africa;2021;664
10 Cáceres;Argelia;2022;17
10 Cáceres;Argelia;2021;6
10 Cáceres;Gambia;2022;3
10 Cáceres;Gambia;2021;4
10 Cáceres;Ghana;2022;2
10 Cáceres;Ghana;2021;4
10 Cáceres;Guinea;2022;3
10 Cáceres;Guinea;2021;3
10 Cáceres;Guinea Ecuatorial;2022;5
10 Cáceres;Guinea Ecuatorial;2021;1
10 Cáceres;Mali;2022;22
10 Cáceres;Mali;2021;20
10 Cáceres;Marruecos;2022;639
10 Cáceres;Marruecos;2021;557
10 Cáceres;Mauritania;2022;0
10 Cáceres;Mauritania;2021;1
10 Cáceres;Nigeria;2022;6
10 Cáceres;Nigeria;2021;4
10 Cáceres;Senegal;2022;12
10 Cáceres;Senegal;2021;45
10 Cáceres;Otro país de África;2022;31
10 Cáceres;Otro país de África;2021;19
10 Cáceres;América del Norte;2022;61
10 Cáceres;América del Norte;2021;68
10 Cáceres;Estados Unidos de América;2022;28
10 Cáceres;Estados Unidos de América;2021;34
10 Cáceres;México;2022;32
10 Cáceres;México;2021;27
10 Cáceres;Canadá;2022;1
10 Cáceres;Canadá;2021;7
10 Cáceres;De Centro América y Caribe;2022;379
10 Cáceres;De Centro América y Caribe;2021;224
10 Cáceres;Cuba;2022;39
10 Cáceres;Cuba;2021;37
10 Cáceres;Honduras;2022;204
10 Cáceres;Honduras;2021;110
10 Cáceres;Nicaragua;2022;58
10 Cáceres;Nicaragua;2021;21
10 Cáceres;República Dominicana;2022;28
10 Cáceres;República Dominicana;2021;18
10 Cáceres;Otro país de Centro América y Caribe;2022;50
10 Cáceres;Otro país de Centro América y Caribe;2021;38
10 Cáceres;De Sudamérica;2022;1.056
10 Cáceres;De Sudamérica;2021;422
10 Cáceres;Argentina;2022;81
10 Cáceres;Argentina;2021;58
10 Cáceres;Bolivia;2022;20
10 Cáceres;Bolivia;2021;14
10 Cáceres;Brasil;2022;65
10 Cáceres;Brasil;2021;46
10 Cáceres;Colombia;2022;412
10 Cáceres;Colombia;2021;150
10 Cáceres;Chile;2022;25
10 Cáceres;Chile;2021;11
10 Cáceres;Ecuador;2022;21
10 Cáceres;Ecuador;2021;8
10 Cáceres;Paraguay;2022;53
